"x"	"y"	"k"
"172"	0.312687719027295	FALSE	"b"
"173"	0.986037570844992	FALSE	"b"
"174"	-0.823130515462559	FALSE	"a"
"175"	-0.0187936299065458	FALSE	"b"
"176"	3.38919903885266	FALSE	"c"
"177"	1.60885795009703	FALSE	"a"
"178"	0.17765276890281	FALSE	"b"
"179"	2.38876758002668	FALSE	"c"
"180"	0.118414113213195	FALSE	"a"
"181"	-0.336628530450236	FALSE	"b"
"182"	-0.196658670096425	FALSE	"b"
"183"	1.00343926631637	FALSE	"b"
"184"	2.50544762604201	FALSE	"c"
"185"	-0.98901766885375	FALSE	"a"
"186"	-2.47895413846207	FALSE	"a"
"187"	2.20840661561381	FALSE	"c"
"188"	-0.375778209728591	FALSE	"a"
"189"	-0.349655963376759	FALSE	"a"
"190"	0.156380343993087	FALSE	"c"
"191"	1.74398919029365	FALSE	"c"
"192"	0.164111289199637	FALSE	"b"
"193"	-0.0666094344199206	FALSE	"c"
"194"	1.82771445151159	FALSE	"c"
"195"	1.0021275614025	FALSE	"c"
"196"	-1.72960433373741	FALSE	"b"
"197"	-0.513858979067956	FALSE	"a"
"198"	0.23418389021546	FALSE	"b"
"199"	3.1079856840815	FALSE	"c"
"200"	1.13632610740053	FALSE	"a"
